edad,estado_civil,escolaridad,default,saldo,prestatario,ultimo_contacto,ct_contactos,adherencia_inversion
56,casado (a),secundaria,no,45,no,1467,1,si
54,casado (a),secundaria,no,1480,no,108,1,no
26,soltero (a),secundaria,no,622,no,1451,2,si
29,soltero (a),superior,no,1026,no,226,1,si
33,casado (a),secundaria,no,661,no,968,1,si
56,casado (a),primaria,no,306,si,212,1,no
25,soltero (a),secundaria,no,-350,no,95,3,no
37,casado (a),superior,no,4089,no,289,2,si
47,casado (a),secundaria,no,480,no,211,2,no
51,casado (a),primaria,no,5050,si,75,7,no
28,soltero (a),superior,no,0,no,205,6,no
42,casado (a),superior,no,1205,no,376,2,si
33,casado (a),secundaria,no,0,no,44,8,no
39,divorciado (a),secundaria,no,83,no,69,6,no
61,casado (a),superior,no,6016,no,670,3,si
50,divorciado (a),superior,no,13,no,76,1,si
29,soltero (a),secundaria,no,482,si,1097,3,si
36,casado (a),secundaria,no,480,no,213,1,si
36,soltero (a),superior,no,40,no,359,3,no
37,divorciado (a),secundaria,no,490,no,73,1,no
32,soltero (a),superior,no,5514,no,319,1,si
35,casado (a),primaria,no,0,no,340,3,no
31,casado (a),secundaria,no,92,no,688,1,si
26,soltero (a),superior,no,1216,no,472,2,no
41,casado (a),secundaria,no,1602,no,142,1,no
40,casado (a),primaria,no,33,no,70,3,no
36,casado (a),superior,no,-381,no,30,29,no
35,soltero (a),superior,no,0,no,669,6,no
31,casado (a),secundaria,no,0,si,71,1,no
53,casado (a),primaria,no,732,no,759,2,si
45,divorciado (a),secundaria,no,59,no,873,8,si
30,soltero (a),superior,no,3516,no,447,4,no
37,casado (a),secundaria,no,1978,no,404,1,si
47,casado (a),primaria,no,881,no,143,1,no
47,casado (a),superior,no,286,no,557,7,no
56,casado (a),secundaria,no,2190,si,90,2,no
53,casado (a),primaria,no,980,no,352,1,si
40,casado (a),superior,no,0,no,147,1,si
33,divorciado (a),primaria,no,636,no,211,11,no
31,casado (a),secundaria,no,79,si,235,11,no
30,soltero (a),secundaria,no,334,no,389,2,no
30,soltero (a),superior,no,901,si,601,1,no
51,casado (a),primaria,no,40,no,79,1,no
27,soltero (a),secundaria,no,3792,no,279,2,si
36,casado (a),secundaria,no,1049,no,224,4,si
34,soltero (a),secundaria,no,16,no,990,1,si
37,casado (a),secundaria,no,176,no,147,2,no
34,soltero (a),secundaria,no,1076,no,70,2,no
54,casado (a),secundaria,no,865,no,71,1,no
31,casado (a),secundaria,no,1766,si,166,2,si
41,casado (a),secundaria,no,429,no,244,1,no
55,casado (a),secundaria,no,602,no,324,3,si
35,divorciado (a),secundaria,no,221,no,150,1,no
61,casado (a),secundaria,no,2917,no,215,1,si
49,casado (a),secundaria,no,4667,no,130,2,no
37,soltero (a),primaria,no,6969,no,412,1,no
49,casado (a),secundaria,no,1916,si,281,3,no
58,soltero (a),secundaria,no,2223,no,1139,2,no
31,casado (a),secundaria,no,5,si,101,7,no
45,soltero (a),secundaria,no,0,no,1472,1,si
42,divorciado (a),secundaria,no,47,si,141,1,no
45,divorciado (a),secundaria,no,0,no,264,1,si
49,casado (a),secundaria,no,1623,no,1081,2,si
55,casado (a),secundaria,si,-308,no,781,1,si
33,casado (a),secundaria,no,1844,no,241,3,no
51,soltero (a),superior,si,-55,no,119,6,no
41,casado (a),primaria,no,-306,no,500,1,si
36,casado (a),secundaria,no,300,no,287,1,no
47,casado (a),secundaria,no,1233,no,91,1,si
57,casado (a),secundaria,no,0,no,197,2,no
42,casado (a),secundaria,no,994,no,149,1,si
34,soltero (a),superior,no,318,no,133,2,no
37,casado (a),superior,no,0,no,268,2,si
42,casado (a),superior,no,1932,no,192,32,no
30,soltero (a),secundaria,no,180,no,203,1,no
43,casado (a),superior,no,1574,no,167,3,no
42,casado (a),primaria,no,-97,no,216,4,no
34,casado (a),superior,no,8,no,169,4,no
46,casado (a),primaria,no,-35,no,304,3,no
32,soltero (a),superior,no,1625,no,796,1,si
33,casado (a),superior,no,1465,no,98,4,no
27,casado (a),secundaria,no,872,no,1130,3,no
25,soltero (a),superior,no,2506,no,485,1,si
38,casado (a),superior,no,1199,no,178,1,si
46,soltero (a),secundaria,no,1790,no,214,5,no
39,casado (a),superior,no,763,no,877,7,si
31,casado (a),secundaria,no,660,no,115,1,no
79,casado (a),primaria,no,429,no,1006,2,si
66,soltero (a),secundaria,no,10177,no,272,4,no
26,soltero (a),superior,no,170,no,129,1,si
57,casado (a),secundaria,no,0,no,97,1,no
38,casado (a),primaria,no,1147,si,249,5,no
33,casado (a),superior,no,1064,no,562,1,si
45,casado (a),secundaria,no,784,si,34,1,no
47,casado (a),superior,no,2306,no,239,4,si
28,soltero (a),secundaria,no,16,no,119,4,no
33,casado (a),primaria,no,212,no,260,2,no
35,casado (a),secundaria,no,5304,no,340,1,no
32,soltero (a),superior,no,2343,no,226,1,no
24,casado (a),secundaria,no,4500,no,733,2,si
58,casado (a),superior,no,1831,no,1531,1,no
53,divorciado (a),secundaria,no,0,no,80,2,si
40,casado (a),secundaria,no,-839,si,1018,2,si
34,casado (a),superior,no,297,no,63,4,no
30,soltero (a),secundaria,no,315,no,1407,1,si
26,soltero (a),secundaria,no,203,no,104,1,no
38,casado (a),superior,no,3234,no,578,2,si
37,casado (a),secundaria,no,64,no,239,4,no
32,casado (a),secundaria,no,889,no,185,1,si
37,divorciado (a),superior,no,66,no,1164,2,si
40,divorciado (a),secundaria,no,6,no,140,1,no
26,soltero (a),secundaria,no,1064,no,113,1,no
36,casado (a),superior,no,925,no,321,3,si
38,casado (a),secundaria,no,-762,si,408,2,no
56,casado (a),secundaria,no,205,si,442,2,no
52,soltero (a),superior,no,83,no,1223,6,si
35,soltero (a),superior,no,5958,no,215,1,si
30,soltero (a),superior,no,-477,si,1532,2,si
42,casado (a),superior,no,2187,no,525,3,si
29,soltero (a),superior,no,19,no,110,2,si
