Evasión,Género,Adulto Mayor,Tiene Pareja,Dependiente,Permanencia,Servicio Telefónico,Líneas Múltiples,Servicio Internet,Seguridad en Línea,Respaldo en Linea,Protección Dispositivo,Soporte Técnico,Streaming de TV,Streaming de Películas,Tipo Contrato,Facturación Electronica,Método de Pago,Cargo Mensual,Cargo Total,Cargo Diario
True,Femenino,False,False,False,2,True,False,DSL,False,True,False,True,False,False,Mes-a-Mes,True,Tarjeta de crédito,55.05,102.75,1.835
False,Masculino,False,False,False,28,True,False,Fibra óptica,False,False,True,True,False,True,Mes-a-Mes,False,Cheque electrónico,91.0,2626.15,3.033333333333333
False,Masculino,False,False,False,27,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.3,595.05,0.6766666666666666
False,Masculino,False,True,True,72,True,True,Fibra óptica,False,False,True,False,False,True,Dos años,True,Tarjeta de crédito,90.8,6511.8,3.0266666666666664
False,Femenino,False,True,True,7,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,24.7,149.05,0.8233333333333334
False,Femenino,True,True,False,31,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,84.85,2633.4,2.828333333333333
True,Femenino,False,True,False,33,True,True,Fibra óptica,False,True,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,104.4,3409.6,3.48
False,Masculino,False,True,True,68,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia,24.0,1664.3,0.8
False,Masculino,False,False,False,32,True,False,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,False,Cheque electrónico,91.05,2871.5,3.0349999999999997
False,Masculino,False,False,False,4,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.0,78.9,0.6333333333333333
False,Masculino,False,False,False,64,True,False,Fibra óptica,True,True,False,False,True,True,Un año,True,Tarjeta de crédito,100.3,6603.8,3.3433333333333333
False,Masculino,False,False,False,26,True,False,Fibra óptica,False,True,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,85.75,2146.5,2.8583333333333334
False,Masculino,True,True,False,71,False,False,DSL,True,True,True,True,False,False,Dos años,False,Tarjeta de crédito,46.35,3353.4,1.5450000000000002
True,Masculino,False,False,False,13,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,80.85,1008.7,2.695
False,Femenino,False,False,False,41,True,False,Fibra óptica,False,True,False,True,True,True,Dos años,True,Transferencia,98.8,3959.15,3.2933333333333334
True,Masculino,False,False,False,8,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,86.55,649.65,2.885
False,Femenino,False,False,False,41,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,19.85,810.45,0.6616666666666667
False,Femenino,False,False,False,47,True,False,DSL,False,False,True,True,True,True,Dos años,False,Cheque por correo,74.45,3510.3,2.481666666666667
False,Femenino,False,True,False,29,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.95,2149.05,2.4983333333333335
True,Masculino,True,False,False,8,False,False,DSL,False,False,True,False,False,False,Mes-a-Mes,True,Cheque electrónico,29.4,221.9,0.98
False,Masculino,False,False,True,22,True,False,Fibra óptica,False,True,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,89.4,2001.5,2.98
True,Femenino,False,False,False,57,True,True,Fibra óptica,True,True,True,False,True,True,Dos años,True,Transferencia,112.95,6465.0,3.765
False,Femenino,False,False,False,42,True,False,DSL,True,True,True,False,False,False,Mes-a-Mes,False,Transferencia,59.65,2536.55,1.9883333333333333
False,Femenino,False,False,False,57,True,True,Fibra óptica,True,True,False,True,False,False,Mes-a-Mes,True,Transferencia,87.55,4884.85,2.9183333333333334
True,Masculino,True,False,False,1,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.7,74.7,2.49
False,Masculino,False,True,True,45,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.35,929.2,0.6783333333333333
False,Masculino,False,True,False,14,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,85.15,1139.2,2.8383333333333334
False,Masculino,False,False,False,54,True,True,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Transferencia,79.85,4308.25,2.6616666666666666
True,Masculino,True,True,False,33,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,94.5,3105.55,3.15
False,Femenino,False,True,False,52,False,False,DSL,True,False,True,False,False,False,Un año,False,Cheque por correo,35.45,1958.95,1.1816666666666669
False,Masculino,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Cheque electrónico,90.35,6325.25,3.0116666666666663
False,Femenino,True,True,True,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,90.15,6716.45,3.0050000000000003
False,Masculino,False,True,False,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,90.25,6369.45,3.0083333333333333
False,Femenino,False,True,True,40,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,24.8,1024.7,0.8266666666666667
False,Femenino,False,True,True,64,False,False,DSL,False,True,False,True,True,True,Dos años,True,Cheque electrónico,54.6,3423.5,1.82
False,Femenino,False,True,True,26,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,20.25,493.95,0.675
True,Femenino,False,False,False,4,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,24.45,86.6,0.815
False,Masculino,False,False,False,1,True,False,DSL,False,False,False,True,False,False,Mes-a-Mes,False,Cheque por correo,49.05,49.05,1.635
False,Masculino,False,True,True,52,True,False,No,False,False,False,False,False,False,Un año,True,Tarjeta de crédito,20.85,1071.6,0.6950000000000001
False,Femenino,True,True,False,62,True,True,Fibra óptica,False,True,True,False,True,False,Un año,True,Tarjeta de crédito,97.95,5936.55,3.265
False,Masculino,False,True,True,42,True,False,DSL,False,False,True,True,True,True,Un año,False,Cheque electrónico,73.15,3088.25,2.4383333333333335
False,Masculino,True,False,False,11,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,79.15,827.7,2.6383333333333336
True,Masculino,False,True,True,68,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Cheque electrónico,113.15,7856.0,3.771666666666667
False,Femenino,False,True,True,41,True,True,Fibra óptica,True,True,False,False,True,False,Mes-a-Mes,True,Transferencia,94.3,3893.6,3.143333333333333
False,Masculino,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,64.8,4719.75,2.1599999999999997
True,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque por correo,80.85,80.85,2.695
True,Femenino,True,False,False,2,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,69.6,131.65,2.32
True,Femenino,True,False,False,2,True,True,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,85.55,187.45,2.8516666666666666
False,Femenino,False,False,False,49,True,False,Fibra óptica,False,False,True,True,True,True,Dos años,False,Tarjeta de crédito,100.65,4917.75,3.355
True,Masculino,True,False,False,36,True,True,Fibra óptica,True,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,90.85,3186.7,3.0283333333333333
False,Femenino,False,True,False,56,True,False,Fibra óptica,True,True,True,False,True,True,Un año,True,Tarjeta de crédito,105.6,6068.65,3.52
False,Femenino,True,False,False,70,True,True,DSL,False,True,True,True,True,False,Dos años,True,Transferencia,75.5,5212.65,2.5166666666666666
False,Masculino,False,True,False,72,True,True,Fibra óptica,False,True,True,False,True,True,Dos años,True,Transferencia,104.8,7470.1,3.493333333333333
True,Masculino,True,True,True,71,True,True,Fibra óptica,True,True,False,False,True,True,Mes-a-Mes,True,Tarjeta de crédito,105.1,7548.1,3.503333333333333
False,Masculino,True,False,False,11,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,78.5,874.2,2.6166666666666667
True,Femenino,True,True,False,11,True,True,Fibra óptica,False,False,True,True,True,True,Mes-a-Mes,True,Transferencia,104.05,1133.65,3.4683333333333333
True,Masculino,False,True,True,51,False,False,DSL,True,True,True,False,True,True,Un año,False,Cheque electrónico,59.3,3014.65,1.9766666666666666
False,Femenino,False,True,True,29,True,False,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Tarjeta de crédito,87.8,2621.75,2.9266666666666667
False,Masculino,False,True,False,53,True,True,Fibra óptica,False,True,False,True,False,True,Un año,False,Transferencia,97.75,5043.2,3.2583333333333333
True,Masculino,False,False,True,4,True,False,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,49.4,184.4,1.6466666666666667
False,Masculino,False,True,True,46,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,20.1,936.85,0.67
False,Femenino,False,True,False,72,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,24.55,1750.7,0.8183333333333334
False,Femenino,False,True,False,63,True,False,Fibra óptica,True,False,True,False,False,False,Un año,True,Tarjeta de crédito,81.15,5224.5,2.705
False,Femenino,True,False,False,60,True,True,Fibra óptica,True,False,False,False,True,True,Un año,True,Transferencia,101.4,6176.6,3.3800000000000003
True,Femenino,False,True,True,10,True,True,Fibra óptica,True,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,100.25,1064.65,3.341666666666667
True,Masculino,False,False,False,3,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Transferencia,101.55,298.35,3.385
True,Masculino,False,False,False,32,True,True,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Transferencia,80.35,2596.15,2.6783333333333332
False,Masculino,False,False,False,35,True,True,Fibra óptica,False,False,True,True,True,False,Mes-a-Mes,False,Cheque electrónico,95.5,3418.2,3.183333333333333
False,Masculino,True,True,False,72,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,True,Transferencia,111.65,8022.85,3.7216666666666667
False,Masculino,False,True,True,48,True,False,DSL,False,True,True,False,False,False,Un año,True,Tarjeta de crédito,55.8,2651.2,1.8599999999999999
True,Femenino,True,True,False,32,True,True,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Tarjeta de crédito,85.95,2628.6,2.865
False,Femenino,False,True,True,53,False,False,DSL,True,True,True,False,False,True,Mes-a-Mes,True,Transferencia,48.7,2495.2,1.6233333333333335
False,Femenino,False,False,False,7,True,False,DSL,False,False,True,True,False,True,Mes-a-Mes,False,Transferencia,62.8,418.3,2.0933333333333333
False,Masculino,False,False,False,46,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,19.95,907.05,0.6649999999999999
False,Masculino,False,False,False,12,False,False,DSL,True,True,False,True,True,False,Mes-a-Mes,True,Transferencia,50.95,605.75,1.6983333333333335
False,Femenino,False,True,True,64,True,True,Fibra óptica,False,True,True,False,False,True,Un año,True,Cheque electrónico,92.85,5980.75,3.0949999999999998
False,Femenino,False,False,True,15,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.65,270.6,0.6549999999999999
False,Femenino,False,False,False,41,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,False,Transferencia,98.05,3990.6,3.268333333333333
False,Masculino,False,False,False,51,True,True,No,False,False,False,False,False,False,Un año,True,Transferencia,24.6,1266.4,0.8200000000000001
False,Masculino,True,True,True,28,True,True,DSL,False,False,False,False,False,False,Un año,True,Cheque electrónico,51.0,1381.8,1.7
False,Femenino,False,False,False,66,False,False,DSL,True,False,True,True,True,True,Dos años,True,Transferencia,61.35,4193.4,2.045
True,Femenino,False,False,False,2,True,False,Fibra óptica,False,True,False,False,True,False,Mes-a-Mes,True,Transferencia,87.15,183.75,2.9050000000000002
False,Masculino,False,True,True,43,True,False,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta de crédito,79.15,3566.6,2.6383333333333336
False,Femenino,False,True,True,58,True,True,DSL,True,False,True,True,True,False,Dos años,False,Cheque por correo,75.8,4415.75,2.5266666666666664
False,Masculino,False,True,True,66,True,True,DSL,False,True,True,False,True,True,Dos años,False,Transferencia,79.85,5234.95,2.6616666666666666
False,Femenino,False,True,True,71,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Transferencia,114.6,8100.25,3.82
False,Masculino,False,True,True,31,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,25.75,755.6,0.8583333333333333
False,Masculino,False,True,False,71,True,False,No,False,False,False,False,False,False,Un año,False,Cheque electrónico,20.85,1539.75,0.6950000000000001
False,Masculino,False,True,False,31,True,True,Fibra óptica,True,True,False,True,False,False,Mes-a-Mes,True,Tarjeta de crédito,90.55,2929.75,3.018333333333333
False,Masculino,False,True,False,48,True,True,Fibra óptica,True,True,True,False,True,False,Dos años,True,Transferencia,96.9,4473.45,3.23
False,Masculino,True,True,False,72,True,True,DSL,False,False,True,False,True,True,Dos años,True,Tarjeta de crédito,73.45,5329.0,2.4483333333333333
False,Masculino,True,True,False,72,True,True,DSL,False,True,True,True,True,False,Dos años,False,Tarjeta de crédito,77.35,5396.25,2.578333333333333
False,Masculino,True,True,False,54,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Tarjeta de crédito,99.05,5295.7,3.3016666666666667
False,Masculino,False,False,False,4,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.0,73.45,0.6333333333333333
False,Masculino,True,False,False,72,True,True,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito,25.1,1789.9,0.8366666666666667
False,Femenino,False,True,False,60,True,True,Fibra óptica,True,True,False,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,94.1,5475.9,3.1366666666666663
False,Femenino,True,True,True,65,True,True,Fibra óptica,False,True,True,False,True,True,Un año,True,Cheque electrónico,107.45,7047.5,3.5816666666666666
False,Masculino,False,True,True,34,False,False,DSL,False,False,True,True,True,False,Mes-a-Mes,True,Cheque electrónico,44.85,1442.6,1.495
False,Masculino,False,False,True,37,True,False,DSL,True,True,False,True,False,False,Dos años,False,Tarjeta de crédito,61.45,2302.35,2.0483333333333333
False,Masculino,False,False,False,4,True,True,Fibra óptica,True,False,False,False,True,False,Mes-a-Mes,False,Cheque electrónico,90.65,367.95,3.021666666666667
False,Masculino,False,True,True,62,True,True,Fibra óptica,True,True,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,105.5,6487.2,3.5166666666666666
False,Femenino,False,False,False,52,True,True,Fibra óptica,False,True,False,False,False,False,Un año,True,Cheque por correo,80.2,4297.6,2.6733333333333333
False,Masculino,False,True,False,8,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.25,158.35,0.675
False,Femenino,False,True,True,69,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.4,1346.2,0.6466666666666666
False,Masculino,False,False,False,12,True,True,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,89.55,1021.75,2.985
False,Femenino,False,True,True,5,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,25.05,125.5,0.8350000000000001
True,Masculino,False,False,False,2,True,False,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,False,Cheque electrónico,94.95,178.1,3.165
False,Masculino,False,False,True,1,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,24.2,24.2,0.8066666666666666
False,Femenino,False,False,False,28,True,False,DSL,True,True,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,56.05,1522.65,1.8683333333333332
False,Femenino,False,False,False,3,True,True,DSL,False,False,False,True,True,False,Mes-a-Mes,False,Cheque electrónico,64.6,174.2,2.1533333333333333
False,Masculino,False,False,False,58,True,True,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito,24.45,1513.6,0.815
True,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,20.2,20.2,0.6733333333333333
True,Masculino,True,False,False,9,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,84.4,732.5,2.8133333333333335
False,Femenino,False,True,False,71,True,True,Fibra óptica,False,True,True,False,True,True,Dos años,True,Transferencia,105.15,7555.0,3.5050000000000003
False,Masculino,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,65.65,4664.5,2.1883333333333335
True,Masculino,False,False,False,13,True,False,Fibra óptica,False,True,True,False,False,False,Mes-a-Mes,True,Cheque electrónico,79.8,973.45,2.6599999999999997
True,Masculino,False,True,False,51,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,94.65,4812.75,3.1550000000000002
False,Masculino,False,False,False,25,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,70.95,1767.35,2.365
False,Femenino,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,45.85,105.6,1.5283333333333333
True,Masculino,False,False,False,20,True,True,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,88.7,1761.45,2.9566666666666666
False,Femenino,False,True,False,18,True,False,DSL,False,False,False,True,False,False,Mes-a-Mes,True,Cheque por correo,50.3,908.75,1.6766666666666665
False,Masculino,False,False,False,37,True,True,Fibra óptica,False,True,False,True,True,True,Un año,True,Tarjeta de crédito,104.5,3778.0,3.4833333333333334
False,Femenino,True,False,False,50,True,True,Fibra óptica,True,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,83.4,4113.7,2.7800000000000002
False,Femenino,False,False,True,21,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.75,452.2,0.6916666666666667
True,Masculino,True,True,False,36,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,85.25,3132.75,2.841666666666667
False,Masculino,False,True,True,69,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia,114.35,7665.8,3.8116666666666665
True,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,70.6,70.6,2.353333333333333
False,Masculino,False,True,True,72,True,True,Fibra óptica,False,True,True,False,True,True,Un año,True,Tarjeta de crédito,104.45,7459.0,3.481666666666667
False,Femenino,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Cheque por correo,91.05,6293.75,3.0349999999999997
True,Femenino,False,False,False,1,False,False,DSL,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,35.75,35.75,1.1916666666666667
True,Femenino,False,False,False,5,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Cheque por correo,93.9,486.85,3.1300000000000003
True,Masculino,False,False,False,34,True,True,Fibra óptica,False,True,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,106.35,3549.25,3.545
False,Femenino,False,False,False,38,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.05,678.2,0.6683333333333333
False,Masculino,False,False,False,22,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,95.1,2162.6,3.17
False,Masculino,False,False,False,45,True,False,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Transferencia,50.9,2298.55,1.6966666666666665
True,Femenino,True,True,False,8,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,84.0,613.4,2.8
False,Femenino,False,True,True,15,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.8,272.95,0.66
True,Masculino,True,True,False,52,True,True,Fibra óptica,True,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,104.2,5568.35,3.4733333333333336
False,Femenino,True,True,False,66,False,False,DSL,False,True,True,False,True,False,Un año,False,Transferencia,45.55,3027.25,1.5183333333333333
False,Femenino,True,False,False,66,True,True,DSL,True,True,False,True,False,False,Un año,True,Tarjeta de crédito,63.85,4174.35,2.1283333333333334
True,Masculino,True,True,False,32,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,80.3,2483.05,2.6766666666666667
False,Femenino,False,False,False,12,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,45.05,523.1,1.5016666666666665
False,Femenino,False,True,True,32,True,False,DSL,True,True,True,True,False,True,Mes-a-Mes,False,Transferencia,76.3,2404.15,2.5433333333333334
True,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,False,Cheque electrónico,79.6,79.6,2.6533333333333333
False,Femenino,False,True,True,60,True,False,DSL,False,True,True,True,True,True,Dos años,True,Transferencia,80.6,4946.7,2.6866666666666665
True,Masculino,False,False,False,37,True,True,Fibra óptica,False,False,False,True,True,True,Mes-a-Mes,False,Transferencia,98.8,3475.55,3.2933333333333334
False,Masculino,False,False,False,9,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Tarjeta de crédito,19.7,180.7,0.6566666666666666
False,Masculino,False,True,True,67,False,False,DSL,True,False,False,False,True,True,Dos años,False,Tarjeta de crédito,50.9,3281.65,1.6966666666666665
False,Masculino,True,True,False,65,True,False,Fibra óptica,False,False,False,False,False,False,Un año,True,Transferencia,70.95,4555.2,2.365
False,Masculino,False,False,False,5,True,False,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.65,383.65,2.4883333333333337
False,Masculino,False,False,False,16,True,True,DSL,False,True,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,55.3,875.35,1.8433333333333333
False,Masculino,False,False,False,5,True,False,DSL,False,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,51.35,262.3,1.7116666666666667
False,Femenino,False,False,False,8,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,74.6,548.9,2.4866666666666664
False,Femenino,False,False,False,71,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,24.55,1719.15,0.8183333333333334
False,Masculino,False,False,False,57,True,True,Fibra óptica,False,False,False,True,True,False,Dos años,True,Tarjeta de crédito,90.45,5229.8,3.015
True,Femenino,True,False,False,4,True,False,Fibra óptica,False,True,True,False,True,True,Mes-a-Mes,True,Tarjeta de crédito,99.8,442.85,3.3266666666666667
False,Masculino,True,True,False,30,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,77.9,2351.45,2.5966666666666667
True,Masculino,False,False,False,1,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,101.45,101.45,3.381666666666667
True,Femenino,False,True,True,25,True,False,Fibra óptica,False,True,True,False,True,False,Mes-a-Mes,True,Transferencia,89.15,2257.75,2.9716666666666667
False,Femenino,False,False,False,32,True,True,DSL,False,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,54.2,1739.6,1.8066666666666669
False,Masculino,False,False,False,10,True,False,DSL,False,True,False,False,True,False,Mes-a-Mes,True,Cheque por correo,59.65,638.95,1.9883333333333333
False,Masculino,False,True,True,68,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia,24.0,1664.3,0.8
False,Femenino,False,False,False,12,True,True,Fibra óptica,False,True,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,89.15,1057.55,2.9716666666666667
False,Femenino,False,False,True,14,True,True,Fibra óptica,True,False,False,True,False,False,Mes-a-Mes,True,Cheque por correo,86.0,1164.05,2.8666666666666667
False,Femenino,False,True,False,19,True,False,DSL,False,True,False,False,False,True,Mes-a-Mes,True,Cheque por correo,59.8,1130.85,1.9933333333333332
False,Masculino,True,True,False,41,True,False,Fibra óptica,False,True,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,94.55,3851.45,3.1516666666666664
True,Masculino,True,True,False,69,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,True,Transferencia,108.4,7318.2,3.6133333333333337
False,Masculino,False,False,False,69,True,True,Fibra óptica,False,True,False,True,True,True,Un año,True,Transferencia,105.2,7386.05,3.506666666666667
False,Femenino,False,False,False,2,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,70.35,139.25,2.3449999999999998
False,Femenino,False,True,True,33,True,True,No,False,False,False,False,False,False,Mes-a-Mes,False,Transferencia,24.25,838.5,0.8083333333333333
False,Masculino,False,True,True,12,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.7,258.35,0.6566666666666666
True,Masculino,False,False,True,3,True,True,Fibra óptica,False,False,True,False,False,True,Mes-a-Mes,False,Cheque electrónico,91.85,257.05,3.0616666666666665
True,Masculino,False,True,True,11,True,False,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Transferencia,79.5,868.5,2.65
False,Femenino,False,True,False,58,True,True,Fibra óptica,False,True,True,False,False,True,Un año,True,Cheque electrónico,94.3,5610.15,3.143333333333333
False,Femenino,False,False,False,22,True,False,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,49.8,1049.05,1.66
True,Masculino,False,False,False,62,True,True,Fibra óptica,True,True,False,True,False,True,Un año,False,Cheque electrónico,102.0,6529.25,3.4
True,Femenino,False,True,False,7,True,False,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,81.1,576.65,2.703333333333333
False,Femenino,True,True,True,61,True,True,DSL,False,False,True,False,True,False,Un año,True,Cheque electrónico,65.2,3965.05,2.1733333333333333
False,Masculino,False,False,False,27,True,False,DSL,True,False,False,True,False,False,Mes-a-Mes,False,Cheque por correo,53.45,1461.45,1.7816666666666667
False,Femenino,False,False,False,53,True,False,Fibra óptica,False,True,True,False,True,True,Un año,True,Cheque por correo,100.3,5200.8,3.3433333333333333
False,Femenino,False,False,True,19,True,True,DSL,True,True,False,True,True,False,Mes-a-Mes,True,Cheque por correo,75.9,1375.6,2.5300000000000002
True,Masculino,False,True,True,19,True,True,Fibra óptica,False,False,True,True,True,True,Mes-a-Mes,False,Cheque electrónico,103.3,2012.7,3.4433333333333334
False,Masculino,False,True,True,56,True,True,No,False,False,False,False,False,False,Un año,True,Cheque por correo,24.45,1431.65,0.815
False,Femenino,True,True,False,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,115.75,8443.7,3.8583333333333334
False,Masculino,False,True,False,17,True,True,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Transferencia,80.5,1336.9,2.683333333333333
False,Masculino,False,True,True,70,True,False,Fibra óptica,True,True,True,True,True,False,Dos años,True,Tarjeta de crédito,101.1,6994.8,3.3699999999999997
False,Masculino,True,True,False,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,64.45,4641.1,2.1483333333333334
False,Masculino,False,True,True,69,True,False,DSL,True,True,False,True,True,True,Dos años,False,Transferencia,80.65,5542.55,2.6883333333333335
True,Masculino,False,True,True,65,True,False,DSL,True,False,False,True,True,True,Dos años,True,Transferencia,74.8,4820.15,2.493333333333333
False,Masculino,True,True,False,43,True,True,Fibra óptica,False,True,False,True,True,False,Mes-a-Mes,True,Cheque electrónico,94.3,3953.15,3.143333333333333
False,Femenino,False,True,True,41,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,19.3,772.4,0.6433333333333333
False,Masculino,False,True,False,46,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,19.6,851.2,0.6533333333333334
True,Masculino,False,True,True,61,True,True,Fibra óptica,True,True,False,False,True,True,Un año,True,Cheque electrónico,106.0,6547.7,3.533333333333333
